loan_id,origination_date,principal_amount,interest_rate,term_months,risk_grade,purpose,state,monthly_income
L01421,2024-01-05,500000,20.16,48,D,consumer_durable,Andhra Pradesh,50000
L01422,2024-07-13,100000,13.48,48,B,consumer_durable,Gujarat,50000
L01423,2024-10-27,500000,21.06,24,D,vehicle,Delhi,150000
L01424,2024-08-23,750000,11.12,36,A,personal,Rajasthan,75000
L01425,2024-06-28,150000,16.05,48,C,business,West Bengal,35000
L01426,2024-03-24,200000,16.76,12,C,vehicle,Andhra Pradesh,50000
L01427,2024-06-04,50000,14.17,36,B,business,Rajasthan,25000
L01428,2024-11-16,50000,17.29,48,C,personal,Delhi,50000
L01429,2024-08-20,50000,17.73,48,C,consumer_durable,Tamil Nadu,75000
L01430,2024-01-20,100000,16.08,24,C,vehicle,Tamil Nadu,25000
L01431,2024-11-23,100000,13.11,12,B,business,Karnataka,100000
L01432,2024-12-01,200000,11.31,36,A,business,Tamil Nadu,100000
L01433,2024-11-13,500000,17.03,48,C,personal,Karnataka,35000
L01434,2024-02-06,150000,21.46,48,D,personal,Delhi,100000
L01435,2024-12-27,750000,10.35,12,A,business,Delhi,100000
L01436,2024-12-03,500000,13.93,48,B,personal,Karnataka,25000
L01437,2024-10-21,100000,10.37,12,A,vehicle,Maharashtra,35000
L01438,2024-12-08,1000000,16.16,36,C,vehicle,Tamil Nadu,50000
L01439,2024-03-19,300000,10.36,36,A,consumer_durable,Telangana,35000
L01440,2024-05-09,200000,10.35,48,A,business,Karnataka,75000
L01441,2024-11-17,500000,13.7,48,B,vehicle,Maharashtra,100000
L01442,2024-07-12,200000,14.99,36,B,vehicle,Gujarat,150000
L01443,2024-04-09,300000,25.18,24,E,consumer_durable,Delhi,25000
L01444,2024-08-19,150000,20.95,36,D,business,Kerala,75000
L01445,2024-02-21,50000,16.64,36,C,personal,Tamil Nadu,75000
L01446,2024-02-06,500000,14.3,36,B,business,Tamil Nadu,75000
L01447,2024-10-15,50000,13.88,48,B,consumer_durable,Andhra Pradesh,35000
L01448,2024-08-22,500000,11.2,48,A,business,Maharashtra,35000
L01449,2024-05-19,100000,16.84,48,C,education,Maharashtra,35000
L01450,2024-12-17,300000,14.77,24,B,education,Tamil Nadu,35000
L01451,2024-05-26,50000,17.94,24,C,business,Andhra Pradesh,75000
L01452,2024-04-06,50000,11.32,36,A,business,Karnataka,35000
L01453,2024-12-08,200000,10.87,24,A,education,Gujarat,25000
L01454,2024-09-22,500000,13.2,48,B,vehicle,Andhra Pradesh,150000
L01455,2024-02-13,1000000,14.41,24,B,business,Tamil Nadu,75000
L01456,2024-12-28,300000,17.64,48,C,education,West Bengal,100000
L01457,2024-10-01,1000000,11.34,24,A,education,Tamil Nadu,35000
L01458,2024-01-20,500000,14.0,48,B,personal,Telangana,35000
L01459,2024-07-03,50000,13.42,36,B,consumer_durable,Tamil Nadu,75000
L01460,2024-08-02,300000,10.77,36,A,consumer_durable,Tamil Nadu,35000
L01461,2024-02-12,100000,13.93,12,B,consumer_durable,Maharashtra,35000
L01462,2024-01-16,750000,14.37,48,B,consumer_durable,Maharashtra,50000
L01463,2024-08-17,100000,14.21,36,B,consumer_durable,Gujarat,100000
L01464,2024-07-18,100000,26.57,48,E,personal,Tamil Nadu,25000
L01465,2024-10-24,300000,13.4,48,B,consumer_durable,Maharashtra,75000
L01466,2024-08-12,100000,11.74,12,A,education,Gujarat,50000
L01467,2024-01-18,300000,14.53,36,B,vehicle,Delhi,50000
L01468,2024-11-02,1000000,13.65,12,B,business,Maharashtra,100000
L01469,2024-09-04,200000,16.35,24,C,vehicle,Andhra Pradesh,75000
L01470,2024-12-20,500000,21.94,24,D,education,Kerala,75000
L01471,2024-03-20,500000,10.75,12,A,consumer_durable,Rajasthan,150000
L01472,2024-01-06,300000,10.85,36,A,personal,West Bengal,25000
L01473,2024-10-17,300000,17.99,24,C,personal,Gujarat,100000
L01474,2024-12-25,750000,13.55,24,B,business,Rajasthan,150000
L01475,2024-11-10,750000,11.82,36,A,personal,West Bengal,35000
L01476,2024-05-09,750000,11.31,48,A,education,Gujarat,25000
L01477,2024-04-03,50000,11.42,36,A,education,Andhra Pradesh,100000
L01478,2024-08-18,500000,14.08,12,B,business,Gujarat,50000
L01479,2024-12-16,1000000,13.3,24,B,education,Tamil Nadu,150000
L01480,2024-10-03,750000,13.06,48,B,education,Gujarat,25000
L01481,2024-06-15,500000,10.61,48,A,personal,Tamil Nadu,100000
L01482,2024-07-25,500000,17.13,12,C,business,Rajasthan,150000
L01483,2024-09-05,200000,13.75,48,B,education,Karnataka,25000
L01484,2024-10-10,200000,14.98,24,B,vehicle,West Bengal,100000
L01485,2024-10-09,200000,13.84,36,B,business,Karnataka,150000
L01486,2024-09-13,500000,21.0,24,D,consumer_durable,Andhra Pradesh,75000
L01487,2024-03-13,1000000,10.31,36,A,personal,Rajasthan,50000
L01488,2024-02-13,150000,17.37,48,C,consumer_durable,West Bengal,35000
L01489,2024-10-17,200000,16.28,12,C,education,Kerala,150000
L01490,2024-04-06,50000,13.65,48,B,personal,Gujarat,25000
L01491,2024-04-28,750000,17.1,24,C,consumer_durable,Gujarat,150000
L01492,2024-12-07,150000,20.94,36,D,vehicle,Delhi,25000
L01493,2024-08-08,200000,21.16,48,D,vehicle,Tamil Nadu,75000
L01494,2024-06-28,100000,14.61,24,B,vehicle,Andhra Pradesh,150000
L01495,2024-11-22,50000,26.5,48,E,education,Andhra Pradesh,75000
L01496,2024-12-18,750000,11.92,12,A,education,Rajasthan,150000
L01497,2024-01-10,1000000,11.66,48,A,personal,Gujarat,75000
L01498,2024-02-04,1000000,16.86,24,C,business,Kerala,25000
L01499,2024-06-05,500000,16.83,24,C,consumer_durable,Telangana,50000
L01500,2024-12-16,100000,10.92,24,A,business,Gujarat,50000
L01501,2024-12-09,500000,17.57,36,C,education,Maharashtra,35000
L01502,2024-06-19,300000,10.05,36,A,business,Delhi,150000
L01503,2024-08-22,300000,10.95,36,A,vehicle,Tamil Nadu,35000
L01504,2024-04-01,750000,16.51,24,C,education,Delhi,35000
L01505,2024-09-24,300000,16.73,48,C,consumer_durable,Kerala,35000
L01506,2024-09-11,150000,26.17,36,E,consumer_durable,Andhra Pradesh,150000
L01507,2024-07-01,1000000,10.35,12,A,business,Telangana,50000
L01508,2024-12-26,150000,10.56,12,A,vehicle,Gujarat,75000
L01509,2024-09-08,50000,14.68,24,B,business,Maharashtra,75000
L01510,2024-05-18,500000,17.01,12,C,personal,Andhra Pradesh,100000
L01511,2024-12-06,200000,13.51,24,B,vehicle,Andhra Pradesh,35000
L01512,2024-02-24,300000,11.1,24,A,personal,Tamil Nadu,100000
L01513,2024-10-25,200000,13.46,48,B,consumer_durable,Karnataka,100000
L01514,2024-11-03,50000,20.64,24,D,consumer_durable,Karnataka,75000
L01515,2024-10-07,200000,10.2,48,A,business,Kerala,25000
L01516,2024-08-25,100000,17.44,24,C,education,Kerala,75000
L01517,2024-10-09,300000,26.51,48,E,vehicle,Gujarat,100000
L01518,2024-05-09,300000,14.9,24,B,business,Delhi,150000
L01519,2024-02-25,300000,14.25,24,B,consumer_durable,Maharashtra,50000
L01520,2024-03-03,1000000,20.99,48,D,business,Karnataka,75000
L01521,2024-02-25,150000,13.39,24,B,vehicle,Delhi,100000
L01522,2024-05-20,1000000,13.21,24,B,education,Tamil Nadu,50000
L01523,2024-03-20,750000,11.57,24,A,business,Rajasthan,75000
L01524,2024-05-08,750000,17.56,36,C,consumer_durable,Delhi,50000
L01525,2024-12-11,500000,11.45,48,A,business,West Bengal,100000
L01526,2024-07-02,750000,13.01,48,B,business,Tamil Nadu,75000
L01527,2024-04-07,50000,17.64,36,C,business,Gujarat,25000
L01528,2024-09-24,750000,13.65,24,B,vehicle,Kerala,100000
L01529,2024-04-06,300000,13.21,36,B,consumer_durable,Kerala,75000
L01530,2024-07-23,50000,26.56,48,E,vehicle,Delhi,100000
L01531,2024-11-11,50000,16.2,36,C,education,Gujarat,75000
L01532,2024-12-03,100000,20.94,36,D,consumer_durable,Tamil Nadu,35000
L01533,2024-08-08,200000,17.12,36,C,education,Rajasthan,150000
L01534,2024-03-25,300000,11.38,12,A,business,Gujarat,75000
L01535,2024-08-08,200000,16.37,48,C,business,Gujarat,35000
L01536,2024-12-01,300000,16.51,24,C,personal,West Bengal,75000
L01537,2024-09-02,1000000,14.6,36,B,personal,Kerala,75000
L01538,2024-08-10,500000,26.58,36,E,personal,Karnataka,100000
L01539,2024-09-28,100000,11.06,12,A,education,Andhra Pradesh,100000
L01540,2024-11-14,200000,17.5,36,C,consumer_durable,Andhra Pradesh,150000
L01541,2024-11-19,500000,10.15,36,A,consumer_durable,Rajasthan,150000
L01542,2024-07-19,750000,17.78,36,C,personal,Kerala,75000
L01543,2024-03-09,200000,10.64,24,A,education,Gujarat,100000
L01544,2024-10-12,200000,14.54,24,B,vehicle,Tamil Nadu,35000
L01545,2024-10-28,100000,13.05,12,B,vehicle,Rajasthan,50000
L01546,2024-04-22,500000,26.74,24,E,vehicle,Delhi,35000
L01547,2024-04-25,300000,13.47,36,B,personal,Tamil Nadu,75000
L01548,2024-12-28,750000,10.05,24,A,consumer_durable,Maharashtra,75000
L01549,2024-07-19,200000,13.41,12,B,personal,Tamil Nadu,100000
L01550,2024-04-04,100000,20.33,48,D,education,Gujarat,150000
L01551,2024-02-26,750000,25.38,36,E,consumer_durable,Delhi,100000
L01552,2024-07-26,1000000,10.03,48,A,consumer_durable,Karnataka,50000
L01553,2024-07-28,300000,14.67,36,B,vehicle,Karnataka,150000
L01554,2024-01-09,750000,17.75,36,C,personal,Tamil Nadu,35000
L01555,2024-03-05,50000,10.26,48,A,personal,Maharashtra,100000
L01556,2024-07-27,300000,20.74,24,D,consumer_durable,Tamil Nadu,35000
L01557,2024-11-06,150000,26.48,36,E,personal,Tamil Nadu,25000
L01558,2024-06-27,300000,13.81,36,B,education,Gujarat,25000
L01559,2024-08-02,500000,16.06,24,C,consumer_durable,Maharashtra,100000
L01560,2024-01-12,150000,13.32,24,B,personal,West Bengal,25000
L01561,2024-07-28,1000000,10.93,48,A,vehicle,Kerala,150000
L01562,2024-05-05,1000000,10.94,36,A,education,Gujarat,100000
L01563,2024-12-27,100000,16.96,24,C,vehicle,Telangana,100000
L01564,2024-02-24,150000,10.45,12,A,consumer_durable,Delhi,100000
L01565,2024-12-22,200000,10.5,36,A,business,Andhra Pradesh,150000
L01566,2024-03-11,300000,17.52,48,C,business,Tamil Nadu,100000
L01567,2024-07-21,50000,17.5,12,C,vehicle,Tamil Nadu,25000
L01568,2024-04-06,50000,11.67,48,A,business,Maharashtra,100000
L01569,2024-10-13,500000,13.38,48,B,vehicle,Andhra Pradesh,100000
L01570,2024-05-21,1000000,10.24,36,A,business,Tamil Nadu,50000
L01571,2024-08-22,1000000,14.54,12,B,business,Rajasthan,50000
L01572,2024-01-18,500000,10.85,24,A,personal,Telangana,75000
L01573,2024-05-05,100000,21.1,36,D,business,Andhra Pradesh,75000
L01574,2024-09-06,100000,14.93,48,B,education,Telangana,35000
L01575,2024-04-24,200000,21.55,36,D,education,Kerala,35000
L01576,2024-06-18,50000,14.6,24,B,education,Tamil Nadu,50000
L01577,2024-10-08,150000,11.27,24,A,education,Kerala,75000
L01578,2024-07-10,300000,20.1,48,D,education,West Bengal,75000
L01579,2024-05-01,150000,14.44,12,B,business,Rajasthan,150000
L01580,2024-07-05,100000,13.12,24,B,consumer_durable,Tamil Nadu,35000
L01581,2024-07-19,150000,14.29,24,B,vehicle,Gujarat,25000
L01582,2024-07-04,300000,10.28,24,A,vehicle,Andhra Pradesh,35000
L01583,2024-02-17,500000,16.02,36,C,education,Karnataka,150000
L01584,2024-05-27,200000,17.32,12,C,education,Kerala,75000
L01585,2024-01-13,500000,11.75,36,A,personal,Andhra Pradesh,75000
L01586,2024-04-17,1000000,17.52,12,C,personal,Kerala,100000
L01587,2024-11-16,200000,21.74,48,D,consumer_durable,Maharashtra,150000
L01588,2024-12-09,300000,11.68,36,A,education,Gujarat,75000
L01589,2024-02-01,300000,17.97,12,C,consumer_durable,Telangana,100000
L01590,2024-02-25,750000,14.33,48,B,education,Kerala,100000
L01591,2024-02-19,750000,13.08,12,B,education,Karnataka,25000
L01592,2024-11-23,200000,25.72,48,E,consumer_durable,Maharashtra,50000
L01593,2024-10-28,1000000,17.7,12,C,consumer_durable,West Bengal,150000
L01594,2024-01-21,200000,21.13,36,D,personal,Delhi,75000
L01595,2024-05-12,1000000,21.7,36,D,business,Telangana,50000
L01596,2024-12-21,50000,13.65,36,B,vehicle,Telangana,100000
L01597,2024-06-25,500000,17.48,24,C,consumer_durable,Karnataka,50000
L01598,2024-05-04,200000,13.63,12,B,consumer_durable,Gujarat,100000
L01599,2024-04-09,150000,14.51,48,B,business,Gujarat,75000
L01600,2024-06-01,150000,21.92,12,D,vehicle,Kerala,50000
L01601,2024-09-06,300000,21.51,48,D,education,Karnataka,35000
L01602,2024-03-23,750000,11.7,36,A,education,Gujarat,75000
L01603,2024-12-27,750000,10.21,36,A,education,Kerala,25000
L01604,2024-01-08,200000,13.89,24,B,business,Maharashtra,75000
L01605,2024-04-15,200000,10.49,24,A,vehicle,Maharashtra,50000
L01606,2024-08-27,50000,11.72,48,A,consumer_durable,Rajasthan,100000
L01607,2024-09-19,200000,25.82,48,E,education,West Bengal,150000
L01608,2024-05-14,500000,11.61,36,A,business,Telangana,50000
L01609,2024-03-11,100000,14.92,24,B,education,Kerala,35000
L01610,2024-02-26,1000000,11.07,24,A,business,Rajasthan,35000
L01611,2024-08-16,50000,13.92,48,B,personal,Tamil Nadu,25000
L01612,2024-08-28,50000,14.79,24,B,personal,Gujarat,25000
L01613,2024-12-01,300000,26.14,48,E,consumer_durable,Tamil Nadu,75000
L01614,2024-12-22,1000000,10.62,36,A,business,Telangana,100000
L01615,2024-09-22,750000,16.29,36,C,personal,Kerala,25000
L01616,2024-02-20,500000,17.17,12,C,education,West Bengal,150000
L01617,2024-10-25,200000,10.5,24,A,vehicle,Maharashtra,150000
L01618,2024-02-13,100000,20.66,48,D,consumer_durable,West Bengal,150000
L01619,2024-05-12,500000,13.37,24,B,consumer_durable,Delhi,75000
L01620,2024-04-12,300000,10.8,12,A,business,Andhra Pradesh,25000
L01621,2024-01-18,50000,14.76,12,B,business,Karnataka,35000
L01622,2024-07-10,50000,10.01,12,A,education,Kerala,50000
L01623,2024-10-16,150000,20.38,24,D,education,Telangana,50000
L01624,2024-10-06,150000,11.2,48,A,vehicle,Rajasthan,35000
L01625,2024-01-18,1000000,20.06,12,D,business,Delhi,25000
L01626,2024-03-04,150000,14.18,48,B,vehicle,Kerala,35000
L01627,2024-11-18,500000,26.88,48,E,consumer_durable,Karnataka,150000
L01628,2024-03-08,500000,13.49,48,B,vehicle,West Bengal,25000
L01629,2024-11-23,1000000,14.62,12,B,education,Karnataka,150000
L01630,2024-11-07,750000,17.51,36,C,business,Tamil Nadu,75000
L01631,2024-07-13,300000,17.89,48,C,consumer_durable,Karnataka,75000
L01632,2024-08-20,100000,10.64,48,A,business,Andhra Pradesh,50000
L01633,2024-01-07,50000,17.06,12,C,business,Kerala,150000
L01634,2024-12-02,150000,21.28,12,D,personal,Delhi,75000
L01635,2024-11-28,50000,11.65,48,A,education,Rajasthan,35000
L01636,2024-02-15,50000,14.82,24,B,vehicle,Gujarat,25000
L01637,2024-11-20,1000000,16.41,12,C,personal,West Bengal,35000
L01638,2024-01-08,100000,21.85,36,D,vehicle,West Bengal,35000
L01639,2024-03-20,750000,13.09,24,B,education,Delhi,75000
L01640,2024-11-24,300000,16.41,36,C,consumer_durable,Maharashtra,75000
L01641,2024-04-27,750000,20.56,48,D,business,Kerala,25000
L01642,2024-08-05,750000,16.08,24,C,personal,Karnataka,25000
L01643,2024-09-11,1000000,10.13,24,A,business,West Bengal,50000
L01644,2024-05-04,300000,14.71,12,B,consumer_durable,Telangana,25000
L01645,2024-09-02,1000000,13.4,48,B,consumer_durable,Karnataka,25000
L01646,2024-12-26,750000,10.37,12,A,vehicle,West Bengal,100000
L01647,2024-01-22,150000,13.88,24,B,vehicle,Gujarat,25000
L01648,2024-05-06,150000,13.68,36,B,consumer_durable,Telangana,150000
L01649,2024-05-17,750000,10.31,12,A,vehicle,Tamil Nadu,150000
L01650,2024-08-03,1000000,10.05,24,A,education,Rajasthan,50000
L01651,2024-06-02,150000,14.09,12,B,personal,West Bengal,100000
L01652,2024-06-12,150000,14.45,12,B,vehicle,Karnataka,150000
L01653,2024-01-27,750000,10.01,48,A,education,Karnataka,35000
L01654,2024-02-01,50000,17.13,48,C,education,West Bengal,50000
L01655,2024-12-08,750000,16.9,48,C,education,Delhi,50000
L01656,2024-03-15,1000000,25.96,36,E,vehicle,Tamil Nadu,50000
L01657,2024-07-09,150000,17.93,24,C,business,Maharashtra,75000
L01658,2024-07-23,150000,20.09,24,D,consumer_durable,Tamil Nadu,150000
L01659,2024-07-15,750000,13.84,48,B,consumer_durable,West Bengal,75000
L01660,2024-03-24,500000,14.33,24,B,vehicle,Telangana,150000
L01661,2024-12-22,200000,11.9,36,A,consumer_durable,Rajasthan,75000
L01662,2024-03-16,300000,13.43,12,B,education,Andhra Pradesh,50000
L01663,2024-04-11,750000,20.1,24,D,consumer_durable,Rajasthan,75000
L01664,2024-04-13,1000000,10.05,24,A,business,Kerala,35000
L01665,2024-06-15,200000,16.3,24,C,vehicle,Andhra Pradesh,50000
L01666,2024-02-03,50000,17.35,12,C,personal,Maharashtra,50000
L01667,2024-06-07,500000,21.86,24,D,vehicle,Delhi,25000
L01668,2024-08-16,500000,14.17,36,B,vehicle,Delhi,50000
L01669,2024-03-06,150000,11.8,48,A,personal,Rajasthan,100000
L01670,2024-05-23,1000000,14.4,24,B,personal,Tamil Nadu,75000
L01671,2024-07-16,50000,10.27,48,A,consumer_durable,Tamil Nadu,25000
L01672,2024-10-19,500000,17.86,24,C,consumer_durable,Maharashtra,75000
L01673,2024-02-12,500000,26.77,12,E,vehicle,Tamil Nadu,100000
L01674,2024-02-26,750000,14.83,24,B,business,Delhi,150000
L01675,2024-08-01,100000,16.71,48,C,vehicle,Gujarat,50000
L01676,2024-01-16,300000,11.96,36,A,vehicle,Maharashtra,150000
L01677,2024-07-11,300000,10.53,12,A,business,Andhra Pradesh,150000
L01678,2024-10-01,50000,10.26,12,A,business,West Bengal,35000
L01679,2024-12-22,750000,20.78,36,D,consumer_durable,Gujarat,50000
L01680,2024-06-05,750000,20.81,36,D,business,Rajasthan,35000
L01681,2024-08-22,300000,13.17,12,B,business,Rajasthan,25000
L01682,2024-02-08,150000,11.61,12,A,vehicle,Gujarat,25000
L01683,2024-02-01,200000,11.56,12,A,business,Kerala,25000
L01684,2024-06-26,1000000,11.26,12,A,education,Karnataka,25000
L01685,2024-02-06,200000,17.84,12,C,personal,Maharashtra,75000
L01686,2024-12-03,200000,16.42,48,C,business,Rajasthan,35000
L01687,2024-08-20,200000,14.42,24,B,consumer_durable,Delhi,150000
L01688,2024-09-01,50000,16.89,12,C,vehicle,Telangana,50000
L01689,2024-12-25,200000,11.4,12,A,vehicle,Tamil Nadu,50000
L01690,2024-11-27,200000,16.32,36,C,education,West Bengal,100000
L01691,2024-06-24,200000,16.85,24,C,education,Maharashtra,150000
L01692,2024-03-03,300000,20.56,12,D,personal,Andhra Pradesh,50000
L01693,2024-07-03,50000,21.24,48,D,personal,Karnataka,50000
L01694,2024-10-22,500000,17.4,12,C,education,Delhi,150000
L01695,2024-08-12,1000000,20.72,48,D,business,Andhra Pradesh,50000
L01696,2024-03-02,200000,13.46,36,B,consumer_durable,Andhra Pradesh,75000
L01697,2024-08-15,750000,13.93,24,B,vehicle,West Bengal,75000
L01698,2024-07-28,150000,26.58,24,E,consumer_durable,Gujarat,25000
L01699,2024-03-07,150000,13.3,12,B,personal,West Bengal,75000
L01700,2024-08-13,500000,10.4,24,A,business,Rajasthan,50000
L01701,2024-08-14,1000000,11.21,48,A,vehicle,Andhra Pradesh,150000
L01702,2024-06-23,100000,10.13,48,A,education,Delhi,35000
L01703,2024-07-16,1000000,11.61,12,A,business,Tamil Nadu,50000
L01704,2024-10-05,750000,17.22,36,C,business,Gujarat,150000
L01705,2024-08-03,500000,21.13,12,D,consumer_durable,Gujarat,75000
L01706,2024-06-21,500000,11.38,48,A,business,Rajasthan,50000
L01707,2024-03-11,500000,14.4,24,B,education,Kerala,35000
L01708,2024-08-01,200000,20.98,36,D,education,Karnataka,75000
L01709,2024-08-15,500000,16.16,36,C,personal,Andhra Pradesh,75000
L01710,2024-06-28,300000,17.42,12,C,consumer_durable,Telangana,35000
L01711,2024-10-16,500000,16.71,24,C,business,Gujarat,75000
L01712,2024-11-07,200000,26.65,12,E,business,Maharashtra,150000
L01713,2024-07-14,300000,20.5,12,D,business,Delhi,35000
L01714,2024-11-25,50000,10.06,48,A,personal,Gujarat,75000
L01715,2024-07-18,150000,16.89,24,C,education,Andhra Pradesh,50000
L01716,2024-04-23,300000,10.91,48,A,business,Tamil Nadu,100000
L01717,2024-06-18,50000,10.25,48,A,business,Tamil Nadu,50000
L01718,2024-11-14,750000,21.1,36,D,consumer_durable,Tamil Nadu,50000
L01719,2024-06-19,50000,17.29,12,C,education,Maharashtra,150000
L01720,2024-02-05,150000,16.99,24,C,personal,Rajasthan,35000
L01721,2024-06-12,200000,25.18,36,E,personal,West Bengal,50000
L01722,2024-01-17,1000000,16.8,48,C,consumer_durable,Tamil Nadu,100000
L01723,2024-02-25,200000,20.9,36,D,vehicle,Telangana,25000
L01724,2024-12-08,50000,16.1,48,C,personal,Maharashtra,35000
L01725,2024-03-17,150000,17.91,36,C,business,West Bengal,150000
L01726,2024-05-16,50000,17.02,12,C,consumer_durable,Rajasthan,25000
L01727,2024-10-16,50000,10.42,12,A,business,Karnataka,100000
L01728,2024-03-18,150000,20.79,12,D,education,Delhi,50000
L01729,2024-04-25,750000,13.32,36,B,business,Telangana,50000
L01730,2024-05-15,750000,20.24,12,D,consumer_durable,Kerala,150000
L01731,2024-02-02,750000,16.41,48,C,personal,Telangana,35000
L01732,2024-11-07,300000,17.67,36,C,business,Andhra Pradesh,25000
L01733,2024-05-07,200000,17.13,12,C,business,Maharashtra,35000
L01734,2024-12-13,500000,20.41,36,D,consumer_durable,West Bengal,100000
L01735,2024-10-10,1000000,16.96,24,C,personal,Kerala,25000
L01736,2024-01-09,50000,21.24,12,D,business,Andhra Pradesh,75000
L01737,2024-06-07,150000,16.19,24,C,consumer_durable,Gujarat,25000
L01738,2024-01-04,50000,10.59,36,A,vehicle,Delhi,75000
L01739,2024-11-24,200000,25.24,12,E,consumer_durable,Tamil Nadu,25000
L01740,2024-10-23,200000,10.91,36,A,business,Maharashtra,150000
L01741,2024-03-07,100000,14.46,12,B,consumer_durable,West Bengal,25000
L01742,2024-07-06,750000,11.66,12,A,education,Maharashtra,150000
L01743,2024-12-16,300000,11.42,24,A,business,Maharashtra,150000
L01744,2024-08-26,200000,10.47,12,A,personal,Kerala,75000
L01745,2024-12-28,1000000,14.58,12,B,business,Gujarat,25000
L01746,2024-09-06,1000000,17.64,36,C,business,Rajasthan,100000
L01747,2024-10-13,500000,10.81,36,A,consumer_durable,Gujarat,50000
L01748,2024-07-12,1000000,11.35,48,A,personal,Kerala,50000
L01749,2024-11-15,500000,21.85,48,D,education,Tamil Nadu,25000
L01750,2024-09-21,150000,14.2,24,B,education,Tamil Nadu,35000
L01751,2024-07-04,750000,20.16,12,D,education,Karnataka,100000
L01752,2024-11-23,150000,11.48,36,A,consumer_durable,Karnataka,50000
L01753,2024-07-17,500000,17.1,48,C,vehicle,Kerala,50000
L01754,2024-11-15,100000,16.45,24,C,vehicle,Maharashtra,100000
L01755,2024-02-23,1000000,16.29,36,C,vehicle,West Bengal,50000
L01756,2024-04-01,100000,21.9,12,D,personal,Delhi,25000
L01757,2024-08-04,100000,10.13,48,A,business,West Bengal,25000
L01758,2024-06-07,300000,16.69,36,C,consumer_durable,Kerala,100000
L01759,2024-01-16,50000,21.36,36,D,business,Maharashtra,50000
L01760,2024-02-14,750000,17.51,36,C,consumer_durable,Maharashtra,75000
L01761,2024-02-16,1000000,11.52,36,A,education,Karnataka,25000
L01762,2024-12-11,100000,10.91,24,A,education,Andhra Pradesh,25000
L01763,2024-07-04,1000000,13.43,12,B,vehicle,Kerala,150000
L01764,2024-03-15,1000000,16.14,36,C,education,West Bengal,100000
L01765,2024-02-23,50000,16.51,48,C,vehicle,Andhra Pradesh,50000
L01766,2024-06-14,50000,20.58,12,D,vehicle,Karnataka,35000
L01767,2024-12-26,200000,13.01,24,B,consumer_durable,Maharashtra,50000
L01768,2024-10-28,500000,11.73,48,A,vehicle,Andhra Pradesh,150000
L01769,2024-03-05,100000,25.2,12,E,consumer_durable,Andhra Pradesh,50000
L01770,2024-09-23,750000,16.04,36,C,education,Karnataka,75000
L01771,2024-12-14,300000,13.87,12,B,personal,Karnataka,50000
L01772,2024-09-08,500000,20.95,24,D,personal,Maharashtra,35000
L01773,2024-08-22,150000,11.33,36,A,education,Delhi,75000
L01774,2024-02-18,150000,11.16,12,A,vehicle,Telangana,35000
L01775,2024-01-17,750000,13.02,12,B,personal,Rajasthan,150000
L01776,2024-03-11,50000,10.61,24,A,consumer_durable,Telangana,35000
L01777,2024-02-06,1000000,16.96,48,C,education,Rajasthan,25000
L01778,2024-03-28,150000,11.72,12,A,consumer_durable,Rajasthan,25000
L01779,2024-07-27,200000,14.25,36,B,vehicle,Delhi,75000
L01780,2024-06-25,750000,10.09,48,A,personal,Telangana,150000
L01781,2024-10-27,500000,16.78,24,C,vehicle,Andhra Pradesh,100000
L01782,2024-11-06,750000,26.29,24,E,education,Rajasthan,50000
L01783,2024-01-14,100000,13.87,12,B,education,Karnataka,150000
L01784,2024-01-12,150000,21.55,36,D,consumer_durable,Delhi,75000
L01785,2024-09-20,500000,16.61,36,C,business,Andhra Pradesh,100000
L01786,2024-02-23,150000,13.94,48,B,business,Rajasthan,100000
L01787,2024-05-09,100000,16.5,36,C,education,Rajasthan,35000
L01788,2024-10-07,500000,14.81,36,B,business,Telangana,50000
L01789,2024-10-14,750000,13.56,24,B,education,Tamil Nadu,150000
L01790,2024-09-11,500000,11.43,24,A,consumer_durable,Kerala,100000
L01791,2024-04-20,300000,11.28,36,A,vehicle,Andhra Pradesh,50000
L01792,2024-10-15,1000000,11.43,36,A,vehicle,Delhi,100000
L01793,2024-09-13,100000,11.93,12,A,personal,Telangana,50000
L01794,2024-09-19,1000000,21.87,36,D,education,Kerala,75000
L01795,2024-11-16,50000,11.96,12,A,consumer_durable,West Bengal,75000
L01796,2024-06-25,150000,13.36,12,B,personal,Karnataka,50000
L01797,2024-02-24,300000,10.25,48,A,vehicle,Maharashtra,150000
L01798,2024-10-24,50000,13.22,36,B,business,West Bengal,35000
L01799,2024-06-27,300000,11.86,24,A,vehicle,Maharashtra,100000
L01800,2024-07-07,200000,16.34,12,C,vehicle,Karnataka,100000
L01801,2024-02-04,300000,17.62,24,C,consumer_durable,Telangana,35000
L01802,2024-04-09,150000,14.78,12,B,personal,Telangana,150000
L01803,2024-04-04,750000,13.89,12,B,consumer_durable,Andhra Pradesh,75000
L01804,2024-07-01,750000,11.7,36,A,vehicle,Andhra Pradesh,75000
L01805,2024-08-17,500000,16.64,48,C,consumer_durable,Kerala,35000
L01806,2024-12-22,100000,14.2,48,B,vehicle,West Bengal,35000
L01807,2024-04-23,500000,10.81,36,A,vehicle,West Bengal,100000
L01808,2024-10-08,50000,21.37,12,D,consumer_durable,Maharashtra,75000
L01809,2024-08-14,500000,13.76,48,B,consumer_durable,Karnataka,75000
L01810,2024-05-16,200000,10.54,24,A,vehicle,Telangana,100000
