loan_id,report_month,dpd,outstanding_balance,emi_amount,status,recovery_amount
L00941,2025-06,40,887352,31111,dpd_31_60,0
L00941,2025-07,15,874998,31111,dpd_1_30,0
L00941,2025-08,0,843887,31111,current,0
L00941,2025-09,0,812776,31111,current,0
L00941,2025-10,0,781665,31111,current,0
L00941,2025-11,0,750554,31111,current,0
L00941,2025-12,0,719443,31111,current,0
L00942,2025-01,0,45333,4667,current,0
L00942,2025-02,0,40666,4667,current,0
L00942,2025-03,0,35999,4667,current,0
L00942,2025-04,0,31332,4667,current,0
L00942,2025-05,0,26665,4667,current,0
L00942,2025-06,0,21998,4667,current,0
L00942,2025-07,0,17331,4667,current,0
L00942,2025-08,0,12664,4667,current,0
L00942,2025-09,18,10741,4667,dpd_1_30,0
L00942,2025-10,0,6074,4667,current,0
L00942,2025-11,0,1407,4667,current,0
L00942,2025-12,0,0,4667,current,0
L00943,2025-01,0,96889,3111,current,0
L00943,2025-02,0,93778,3111,current,0
L00943,2025-03,0,90667,3111,current,0
L00943,2025-04,0,87556,3111,current,0
L00943,2025-05,0,84445,3111,current,0
L00943,2025-06,0,81334,3111,current,0
L00943,2025-07,0,78223,3111,current,0
L00943,2025-08,0,75112,3111,current,0
L00943,2025-09,0,72001,3111,current,0
L00943,2025-10,0,68890,3111,current,0
L00943,2025-11,0,65779,3111,current,0
L00943,2025-12,0,62668,3111,current,0
L00944,2025-01,0,143000,7000,current,0
L00944,2025-02,0,136000,7000,current,0
L00944,2025-03,0,129000,7000,current,0
L00944,2025-04,0,122000,7000,current,0
L00944,2025-05,0,115000,7000,current,0
L00944,2025-06,0,108000,7000,current,0
L00944,2025-07,0,101000,7000,current,0
L00944,2025-08,0,94000,7000,current,0
L00944,2025-09,0,87000,7000,current,0
L00944,2025-10,0,80000,7000,current,0
L00944,2025-11,0,73000,7000,current,0
L00944,2025-12,0,66000,7000,current,0
L00945,2025-01,0,47667,2333,current,0
L00945,2025-02,0,45334,2333,current,0
L00945,2025-03,0,43001,2333,current,0
L00945,2025-04,0,40668,2333,current,0
L00945,2025-05,0,38335,2333,current,0
L00945,2025-06,0,36002,2333,current,0
L00945,2025-07,0,33669,2333,current,0
L00945,2025-08,0,31336,2333,current,0
L00945,2025-09,0,29003,2333,current,0
L00945,2025-10,0,26670,2333,current,0
L00945,2025-11,0,24337,2333,current,0
L00945,2025-12,0,22004,2333,current,0
L00946,2025-01,0,95333,4667,current,0
L00946,2025-02,0,90666,4667,current,0
L00946,2025-03,0,85999,4667,current,0
L00946,2025-04,0,81332,4667,current,0
L00946,2025-05,0,76665,4667,current,0
L00946,2025-06,0,71998,4667,current,0
L00946,2025-07,17,70490,4667,dpd_1_30,0
L00946,2025-08,0,65823,4667,current,0
L00946,2025-09,19,63525,4667,dpd_1_30,0
L00946,2025-10,49,62226,4667,dpd_31_60,0
L00946,2025-11,90,60964,4667,dpd_61_90,0
L00946,2025-12,125,59004,4667,dpd_90_plus,0
L00947,2025-01,0,97667,2333,current,0
L00947,2025-02,0,95334,2333,current,0
L00947,2025-03,0,93001,2333,current,0
L00947,2025-04,0,90668,2333,current,0
L00947,2025-05,0,88335,2333,current,0
L00947,2025-06,0,86002,2333,current,0
L00947,2025-07,0,83669,2333,current,0
L00947,2025-08,0,81336,2333,current,0
L00947,2025-09,0,79003,2333,current,0
L00947,2025-10,0,76670,2333,current,0
L00947,2025-11,0,74337,2333,current,0
L00947,2025-12,0,72004,2333,current,0
L00948,2025-01,0,181333,18667,current,0
L00948,2025-02,0,162666,18667,current,0
L00948,2025-03,0,143999,18667,current,0
L00948,2025-04,0,125332,18667,current,0
L00948,2025-05,0,106665,18667,current,0
L00948,2025-06,0,87998,18667,current,0
L00948,2025-07,0,69331,18667,current,0
L00948,2025-08,0,50664,18667,current,0
L00948,2025-09,0,31997,18667,current,0
L00948,2025-10,0,13330,18667,current,0
L00948,2025-11,0,0,18667,current,0
L00948,2025-12,0,0,18667,current,0
L00949,2025-01,11,298986,14000,dpd_1_30,0
L00949,2025-02,0,284986,14000,current,0
L00949,2025-03,15,281753,14000,dpd_1_30,0
L00949,2025-04,0,267753,14000,current,0
L00949,2025-05,1,260971,14000,dpd_1_30,0
L00949,2025-06,30,260666,14000,dpd_1_30,0
L00949,2025-07,0,246666,14000,current,0
L00949,2025-08,0,232666,14000,current,0
L00949,2025-09,0,218666,14000,current,0
L00949,2025-10,0,204666,14000,current,0
L00949,2025-11,0,190666,14000,current,0
L00949,2025-12,0,176666,14000,current,0
L00950,2025-01,0,195333,4667,current,0
L00950,2025-02,0,190666,4667,current,0
L00950,2025-03,0,185999,4667,current,0
L00950,2025-04,0,181332,4667,current,0
L00950,2025-05,0,176665,4667,current,0
L00950,2025-06,0,171998,4667,current,0
L00950,2025-07,0,167331,4667,current,0
L00950,2025-08,0,162664,4667,current,0
L00950,2025-09,0,157997,4667,current,0
L00950,2025-10,0,153330,4667,current,0
L00950,2025-11,0,148663,4667,current,0
L00950,2025-12,0,143996,4667,current,0
L00951,2025-01,0,272000,28000,current,0
L00951,2025-02,0,244000,28000,current,0
L00951,2025-03,0,216000,28000,current,0
L00951,2025-04,0,188000,28000,current,0
L00951,2025-05,0,160000,28000,current,0
L00951,2025-06,28,159919,28000,dpd_1_30,0
L00951,2025-07,0,131919,28000,current,0
L00951,2025-08,0,103919,28000,current,0
L00951,2025-09,0,75919,28000,current,0
L00951,2025-10,0,47919,28000,current,0
L00951,2025-11,9,39291,28000,dpd_1_30,0
L00951,2025-12,25,28823,28000,dpd_1_30,0
L00952,2025-01,0,726667,23333,current,0
L00952,2025-02,0,703334,23333,current,0
L00952,2025-03,0,680001,23333,current,0
L00952,2025-04,26,679589,23333,dpd_1_30,0
L00952,2025-05,0,656256,23333,current,0
L00952,2025-06,0,632923,23333,current,0
L00952,2025-07,0,609590,23333,current,0
L00952,2025-08,0,586257,23333,current,0
L00952,2025-09,0,562924,23333,current,0
L00952,2025-10,0,539591,23333,current,0
L00952,2025-11,0,516258,23333,current,0
L00952,2025-12,0,492925,23333,current,0
L00953,2025-01,0,90667,9333,current,0
L00953,2025-02,0,81334,9333,current,0
L00953,2025-03,0,72001,9333,current,0
L00953,2025-04,0,62668,9333,current,0
L00953,2025-05,0,53335,9333,current,0
L00953,2025-06,0,44002,9333,current,0
L00953,2025-07,1,39514,9333,dpd_1_30,0
L00953,2025-08,50,35052,9333,dpd_31_60,0
L00953,2025-09,74,30867,9333,dpd_61_90,0
L00953,2025-10,61,28499,9333,dpd_61_90,0
L00953,2025-11,110,25961,9333,dpd_90_plus,0
L00953,2025-12,172,22258,9333,dpd_90_plus,0
L00954,2025-01,0,193778,6222,current,0
L00954,2025-02,20,192804,6222,dpd_1_30,0
L00954,2025-03,21,189838,6222,dpd_1_30,0
L00954,2025-04,0,183616,6222,current,0
L00954,2025-05,0,177394,6222,current,0
L00954,2025-06,0,171172,6222,current,0
L00954,2025-07,0,164950,6222,current,0
L00954,2025-08,0,158728,6222,current,0
L00954,2025-09,3,156593,6222,dpd_1_30,0
L00954,2025-10,57,153885,6222,dpd_31_60,0
L00954,2025-11,0,147663,6222,current,0
L00954,2025-12,0,141441,6222,current,0
L00955,2025-01,0,484444,15556,current,0
L00955,2025-02,0,468888,15556,current,0
L00955,2025-03,0,453332,15556,current,0
L00955,2025-04,0,437776,15556,current,0
L00955,2025-05,0,422220,15556,current,0
L00955,2025-06,0,406664,15556,current,0
L00955,2025-07,0,391108,15556,current,0
L00955,2025-08,0,375552,15556,current,0
L00955,2025-09,0,359996,15556,current,0
L00955,2025-10,0,344440,15556,current,0
L00955,2025-11,0,328884,15556,current,0
L00955,2025-12,0,313328,15556,current,0
L00956,2025-01,28,976965,46667,dpd_1_30,0
L00956,2025-02,12,976839,46667,dpd_1_30,0
L00956,2025-03,16,969787,46667,dpd_1_30,0
L00956,2025-04,0,923120,46667,current,0
L00956,2025-05,0,876453,46667,current,0
L00956,2025-06,0,829786,46667,current,0
L00956,2025-07,0,783119,46667,current,0
L00956,2025-08,0,736452,46667,current,0
L00956,2025-09,0,689785,46667,current,0
L00956,2025-10,0,643118,46667,current,0
L00956,2025-11,0,596451,46667,current,0
L00956,2025-12,0,549784,46667,current,0
L00957,2025-01,0,680000,70000,current,0
L00957,2025-02,0,610000,70000,current,0
L00957,2025-03,0,540000,70000,current,0
L00957,2025-04,0,470000,70000,current,0
L00957,2025-05,14,453176,70000,dpd_1_30,0
L00957,2025-06,0,383176,70000,current,0
L00957,2025-07,0,313176,70000,current,0
L00957,2025-08,0,243176,70000,current,0
L00957,2025-09,0,173176,70000,current,0
L00957,2025-10,0,103176,70000,current,0
L00957,2025-11,0,33176,70000,current,0
L00957,2025-12,0,0,70000,current,0
L00958,2025-01,0,96889,3111,current,0
L00958,2025-02,0,93778,3111,current,0
L00958,2025-03,0,90667,3111,current,0
L00958,2025-04,0,87556,3111,current,0
L00958,2025-05,0,84445,3111,current,0
L00958,2025-06,0,81334,3111,current,0
L00958,2025-07,0,78223,3111,current,0
L00958,2025-08,0,75112,3111,current,0
L00958,2025-09,0,72001,3111,current,0
L00958,2025-10,0,68890,3111,current,0
L00958,2025-11,0,65779,3111,current,0
L00958,2025-12,0,62668,3111,current,0
L00959,2025-01,14,96812,9333,dpd_1_30,0
L00959,2025-02,16,96169,9333,dpd_1_30,0
L00959,2025-03,30,92604,9333,dpd_1_30,0
L00959,2025-04,0,83271,9333,current,0
L00959,2025-05,0,73938,9333,current,0
L00959,2025-06,29,70235,9333,dpd_1_30,0
L00959,2025-07,0,60902,9333,current,0
L00959,2025-08,0,51569,9333,current,0
L00959,2025-09,0,42236,9333,current,0
L00959,2025-10,0,32903,9333,current,0
L00959,2025-11,0,23570,9333,current,0
L00959,2025-12,0,14237,9333,current,0
L00960,2025-01,0,484444,15556,current,0
L00960,2025-02,0,468888,15556,current,0
L00960,2025-03,6,466431,15556,dpd_1_30,0
L00960,2025-04,15,464927,15556,dpd_1_30,0
L00960,2025-05,0,449371,15556,current,0
L00960,2025-06,0,433815,15556,current,0
L00960,2025-07,0,418259,15556,current,0
L00960,2025-08,0,402703,15556,current,0
L00960,2025-09,0,387147,15556,current,0
L00960,2025-10,0,371591,15556,current,0
L00960,2025-11,0,356035,15556,current,0
L00960,2025-12,0,340479,15556,current,0
L00961,2025-01,0,47667,2333,current,0
L00961,2025-02,0,45334,2333,current,0
L00961,2025-03,0,43001,2333,current,0
L00961,2025-04,0,40668,2333,current,0
L00961,2025-05,0,38335,2333,current,0
L00961,2025-06,21,37517,2333,dpd_1_30,0
L00961,2025-07,33,37022,2333,dpd_31_60,0
L00961,2025-08,63,36338,2333,dpd_61_90,0
L00961,2025-09,39,35178,2333,dpd_31_60,0
L00961,2025-10,0,32845,2333,current,0
L00961,2025-11,30,32720,2333,dpd_1_30,0
L00961,2025-12,13,32231,2333,dpd_1_30,0
L00962,2025-01,14,296956,14000,dpd_1_30,0
L00962,2025-02,0,282956,14000,current,0
L00962,2025-03,0,268956,14000,current,0
L00962,2025-04,14,267298,14000,dpd_1_30,0
L00962,2025-05,0,253298,14000,current,0
L00962,2025-06,0,239298,14000,current,0
L00962,2025-07,0,225298,14000,current,0
L00962,2025-08,0,211298,14000,current,0
L00962,2025-09,29,206772,14000,dpd_1_30,0
L00962,2025-10,0,192772,14000,current,0
L00962,2025-11,0,178772,14000,current,0
L00962,2025-12,0,164772,14000,current,0
L00963,2025-01,0,143000,7000,current,0
L00963,2025-02,0,136000,7000,current,0
L00963,2025-03,0,129000,7000,current,0
L00963,2025-04,0,122000,7000,current,0
L00963,2025-05,0,115000,7000,current,0
L00963,2025-06,0,108000,7000,current,0
L00963,2025-07,0,101000,7000,current,0
L00963,2025-08,0,94000,7000,current,0
L00963,2025-09,0,87000,7000,current,0
L00963,2025-10,11,85692,7000,dpd_1_30,0
L00963,2025-11,12,85582,7000,dpd_1_30,0
L00963,2025-12,48,85012,7000,dpd_31_60,0
L00964,2025-01,0,48444,1556,current,0
L00964,2025-02,0,46888,1556,current,0
L00964,2025-03,0,45332,1556,current,0
L00964,2025-04,0,43776,1556,current,0
L00964,2025-05,17,43085,1556,dpd_1_30,0
L00964,2025-06,0,41529,1556,current,0
L00964,2025-07,0,39973,1556,current,0
L00964,2025-08,0,38417,1556,current,0
L00964,2025-09,0,36861,1556,current,0
L00964,2025-10,0,35305,1556,current,0
L00964,2025-11,0,33749,1556,current,0
L00964,2025-12,0,32193,1556,current,0
L00965,2025-01,0,48833,1167,current,0
L00965,2025-02,0,47666,1167,current,0
L00965,2025-03,9,47103,1167,dpd_1_30,0
L00965,2025-04,53,46980,1167,dpd_31_60,0
L00965,2025-05,69,46710,1167,dpd_61_90,0
L00965,2025-06,125,46248,1167,dpd_90_plus,0
L00965,2025-07,999,46248,1167,charged_off,0
L00965,2025-08,999,46248,1167,charged_off,12723
L00965,2025-09,999,46248,1167,charged_off,0
L00965,2025-10,999,46248,1167,charged_off,0
L00965,2025-11,999,46248,1167,charged_off,0
L00965,2025-12,999,46248,1167,charged_off,0
L00966,2025-01,0,953333,46667,current,0
L00966,2025-02,0,906666,46667,current,0
L00966,2025-03,0,859999,46667,current,0
L00966,2025-04,0,813332,46667,current,0
L00966,2025-05,0,766665,46667,current,0
L00966,2025-06,0,719998,46667,current,0
L00966,2025-07,0,673331,46667,current,0
L00966,2025-08,0,626664,46667,current,0
L00966,2025-09,0,579997,46667,current,0
L00966,2025-10,0,533330,46667,current,0
L00966,2025-11,0,486663,46667,current,0
L00966,2025-12,0,439996,46667,current,0
L00967,2025-01,0,453333,46667,current,0
L00967,2025-02,0,406666,46667,current,0
L00967,2025-03,0,359999,46667,current,0
L00967,2025-04,0,313332,46667,current,0
L00967,2025-05,18,306064,46667,dpd_1_30,0
L00967,2025-06,0,259397,46667,current,0
L00967,2025-07,0,212730,46667,current,0
L00967,2025-08,0,166063,46667,current,0
L00967,2025-09,0,119396,46667,current,0
L00967,2025-10,0,72729,46667,current,0
L00967,2025-11,0,26062,46667,current,0
L00967,2025-12,0,0,46667,current,0
L00968,2025-01,0,715000,35000,current,0
L00968,2025-02,0,680000,35000,current,0
L00968,2025-03,0,645000,35000,current,0
L00968,2025-04,0,610000,35000,current,0
L00968,2025-05,0,575000,35000,current,0
L00968,2025-06,0,540000,35000,current,0
L00968,2025-07,0,505000,35000,current,0
L00968,2025-08,0,470000,35000,current,0
L00968,2025-09,0,435000,35000,current,0
L00968,2025-10,0,400000,35000,current,0
L00968,2025-11,0,365000,35000,current,0
L00968,2025-12,0,330000,35000,current,0
L00969,2025-01,0,90667,9333,current,0
L00969,2025-02,0,81334,9333,current,0
L00969,2025-03,0,72001,9333,current,0
L00969,2025-04,5,70412,9333,dpd_1_30,0
L00969,2025-05,5,69263,9333,dpd_1_30,0
L00969,2025-06,36,68869,9333,dpd_31_60,0
L00969,2025-07,73,67888,9333,dpd_61_90,0
L00969,2025-08,147,65752,9333,dpd_90_plus,0
L00969,2025-09,175,61102,9333,dpd_90_plus,0
L00969,2025-10,96,57033,9333,dpd_90_plus,0
L00969,2025-11,4,54782,9333,dpd_1_30,0
L00969,2025-12,0,45449,9333,current,0
L00970,2025-01,0,906667,93333,current,0
L00970,2025-02,0,813334,93333,current,0
L00970,2025-03,0,720001,93333,current,0
L00970,2025-04,0,626668,93333,current,0
L00970,2025-05,0,533335,93333,current,0
L00970,2025-06,0,440002,93333,current,0
L00970,2025-07,0,346669,93333,current,0
L00970,2025-08,0,253336,93333,current,0
L00970,2025-09,0,160003,93333,current,0
L00970,2025-10,0,66670,93333,current,0
L00970,2025-11,0,0,93333,current,0
L00970,2025-12,0,0,93333,current,0
L00971,2025-01,0,906667,93333,current,0
L00971,2025-02,0,813334,93333,current,0
L00971,2025-03,0,720001,93333,current,0
L00971,2025-04,0,626668,93333,current,0
L00971,2025-05,0,533335,93333,current,0
L00971,2025-06,0,440002,93333,current,0
L00971,2025-07,0,346669,93333,current,0
L00971,2025-08,0,253336,93333,current,0
L00971,2025-09,0,160003,93333,current,0
L00971,2025-10,0,66670,93333,current,0
L00971,2025-11,24,20141,93333,dpd_1_30,0
L00971,2025-12,0,0,93333,current,0
L00972,2025-01,0,97667,2333,current,0
L00972,2025-02,0,95334,2333,current,0
L00972,2025-03,0,93001,2333,current,0
L00972,2025-04,0,90668,2333,current,0
L00972,2025-05,0,88335,2333,current,0
L00972,2025-06,0,86002,2333,current,0
L00972,2025-07,0,83669,2333,current,0
L00972,2025-08,0,81336,2333,current,0
L00972,2025-09,0,79003,2333,current,0
L00972,2025-10,0,76670,2333,current,0
L00972,2025-11,0,74337,2333,current,0
L00972,2025-12,0,72004,2333,current,0
L00973,2025-01,0,90667,9333,current,0
L00973,2025-02,0,81334,9333,current,0
L00973,2025-03,0,72001,9333,current,0
L00973,2025-04,0,62668,9333,current,0
L00973,2025-05,0,53335,9333,current,0
L00973,2025-06,0,44002,9333,current,0
L00973,2025-07,0,34669,9333,current,0
L00973,2025-08,0,25336,9333,current,0
L00973,2025-09,0,16003,9333,current,0
L00973,2025-10,0,6670,9333,current,0
L00973,2025-11,0,0,9333,current,0
L00973,2025-12,0,0,9333,current,0
L00974,2025-01,0,680000,70000,current,0
L00974,2025-02,26,650260,70000,dpd_1_30,0
L00974,2025-03,20,645243,70000,dpd_1_30,0
L00974,2025-04,0,575243,70000,current,0
L00974,2025-05,0,505243,70000,current,0
L00974,2025-06,0,435243,70000,current,0
L00974,2025-07,0,365243,70000,current,0
L00974,2025-08,0,295243,70000,current,0
L00974,2025-09,0,225243,70000,current,0
L00974,2025-10,0,155243,70000,current,0
L00974,2025-11,0,85243,70000,current,0
L00974,2025-12,0,15243,70000,current,0
L00975,2025-01,26,95729,9333,dpd_1_30,0
L00975,2025-02,0,86396,9333,current,0
L00975,2025-03,0,77063,9333,current,0
L00975,2025-04,0,67730,9333,current,0
L00975,2025-05,15,64284,9333,dpd_1_30,0
L00975,2025-06,37,64242,9333,dpd_31_60,0
L00975,2025-07,46,62497,9333,dpd_31_60,0
L00975,2025-08,7,60399,9333,dpd_1_30,0
L00975,2025-09,0,51066,9333,current,0
L00975,2025-10,0,41733,9333,current,0
L00975,2025-11,0,32400,9333,current,0
L00975,2025-12,0,23067,9333,current,0
L00976,2025-01,0,90667,9333,current,0
L00976,2025-02,0,81334,9333,current,0
L00976,2025-03,0,72001,9333,current,0
L00976,2025-04,0,62668,9333,current,0
L00976,2025-05,0,53335,9333,current,0
L00976,2025-06,0,44002,9333,current,0
L00976,2025-07,0,34669,9333,current,0
L00976,2025-08,0,25336,9333,current,0
L00976,2025-09,0,16003,9333,current,0
L00976,2025-10,0,6670,9333,current,0
L00976,2025-11,0,0,9333,current,0
L00976,2025-12,0,0,9333,current,0
L00977,2025-01,0,293000,7000,current,0
L00977,2025-02,0,286000,7000,current,0
L00977,2025-03,0,279000,7000,current,0
L00977,2025-04,0,272000,7000,current,0
L00977,2025-05,0,265000,7000,current,0
L00977,2025-06,0,258000,7000,current,0
L00977,2025-07,0,251000,7000,current,0
L00977,2025-08,0,244000,7000,current,0
L00977,2025-09,0,237000,7000,current,0
L00977,2025-10,0,230000,7000,current,0
L00977,2025-11,0,223000,7000,current,0
L00977,2025-12,0,216000,7000,current,0
L00978,2025-01,0,48444,1556,current,0
L00978,2025-02,0,46888,1556,current,0
L00978,2025-03,0,45332,1556,current,0
L00978,2025-04,0,43776,1556,current,0
L00978,2025-05,0,42220,1556,current,0
L00978,2025-06,0,40664,1556,current,0
L00978,2025-07,0,39108,1556,current,0
L00978,2025-08,0,37552,1556,current,0
L00978,2025-09,0,35996,1556,current,0
L00978,2025-10,0,34440,1556,current,0
L00978,2025-11,0,32884,1556,current,0
L00978,2025-12,0,31328,1556,current,0
L00979,2025-01,0,145333,4667,current,0
L00979,2025-02,0,140666,4667,current,0
L00979,2025-03,0,135999,4667,current,0
L00979,2025-04,0,131332,4667,current,0
L00979,2025-05,0,126665,4667,current,0
L00979,2025-06,0,121998,4667,current,0
L00979,2025-07,0,117331,4667,current,0
L00979,2025-08,0,112664,4667,current,0
L00979,2025-09,0,107997,4667,current,0
L00979,2025-10,0,103330,4667,current,0
L00979,2025-11,19,101671,4667,dpd_1_30,0
L00979,2025-12,0,97004,4667,current,0
L00980,2025-01,0,136000,14000,current,0
L00980,2025-02,0,122000,14000,current,0
L00980,2025-03,0,108000,14000,current,0
L00980,2025-04,0,94000,14000,current,0
L00980,2025-05,0,80000,14000,current,0
L00980,2025-06,0,66000,14000,current,0
L00980,2025-07,13,65972,14000,dpd_1_30,0
L00980,2025-08,0,51972,14000,current,0
L00980,2025-09,0,37972,14000,current,0
L00980,2025-10,0,23972,14000,current,0
L00980,2025-11,0,9972,14000,current,0
L00980,2025-12,0,0,14000,current,0
L00981,2025-01,0,195333,4667,current,0
L00981,2025-02,0,190666,4667,current,0
L00981,2025-03,0,185999,4667,current,0
L00981,2025-04,0,181332,4667,current,0
L00981,2025-05,0,176665,4667,current,0
L00981,2025-06,12,175083,4667,dpd_1_30,0
L00981,2025-07,2,174430,4667,dpd_1_30,0
L00981,2025-08,17,172773,4667,dpd_1_30,0
L00981,2025-09,51,171707,4667,dpd_31_60,0
L00981,2025-10,60,169979,4667,dpd_31_60,0
L00981,2025-11,54,169741,4667,dpd_31_60,0
L00981,2025-12,35,167689,4667,dpd_31_60,0
L00982,2025-01,0,476667,23333,current,0
L00982,2025-02,0,453334,23333,current,0
L00982,2025-03,0,430001,23333,current,0
L00982,2025-04,0,406668,23333,current,0
L00982,2025-05,0,383335,23333,current,0
L00982,2025-06,0,360002,23333,current,0
L00982,2025-07,0,336669,23333,current,0
L00982,2025-08,0,313336,23333,current,0
L00982,2025-09,0,290003,23333,current,0
L00982,2025-10,0,266670,23333,current,0
L00982,2025-11,0,243337,23333,current,0
L00982,2025-12,0,220004,23333,current,0
L00983,2025-01,0,48833,1167,current,0
L00983,2025-02,0,47666,1167,current,0
L00983,2025-03,0,46499,1167,current,0
L00983,2025-04,0,45332,1167,current,0
L00983,2025-05,20,45178,1167,dpd_1_30,0
L00983,2025-06,35,44879,1167,dpd_31_60,0
L00983,2025-07,77,44726,1167,dpd_61_90,0
L00983,2025-08,81,44236,1167,dpd_61_90,0
L00983,2025-09,0,43069,1167,current,0
L00983,2025-10,0,41902,1167,current,0
L00983,2025-11,0,40735,1167,current,0
L00983,2025-12,0,39568,1167,current,0
L00984,2025-01,0,488333,11667,current,0
L00984,2025-02,0,476666,11667,current,0
L00984,2025-03,0,464999,11667,current,0
L00984,2025-04,0,453332,11667,current,0
L00984,2025-05,0,441665,11667,current,0
L00984,2025-06,0,429998,11667,current,0
L00984,2025-07,0,418331,11667,current,0
L00984,2025-08,0,406664,11667,current,0
L00984,2025-09,0,394997,11667,current,0
L00984,2025-10,0,383330,11667,current,0
L00984,2025-11,0,371663,11667,current,0
L00984,2025-12,0,359996,11667,current,0
L00985,2025-01,0,484444,15556,current,0
L00985,2025-02,0,468888,15556,current,0
L00985,2025-03,0,453332,15556,current,0
L00985,2025-04,5,445663,15556,dpd_1_30,0
L00985,2025-05,38,442148,15556,dpd_31_60,0
L00985,2025-06,12,438155,15556,dpd_1_30,0
L00985,2025-07,53,432784,15556,dpd_31_60,0
L00985,2025-08,35,430854,15556,dpd_31_60,0
L00985,2025-09,14,424814,15556,dpd_1_30,0
L00985,2025-10,35,424317,15556,dpd_31_60,0
L00985,2025-11,38,418478,15556,dpd_31_60,0
L00985,2025-12,67,413012,15556,dpd_61_90,0
L00986,2025-01,0,476667,23333,current,0
L00986,2025-02,0,453334,23333,current,0
L00986,2025-03,0,430001,23333,current,0
L00986,2025-04,0,406668,23333,current,0
L00986,2025-05,0,383335,23333,current,0
L00986,2025-06,0,360002,23333,current,0
L00986,2025-07,0,336669,23333,current,0
L00986,2025-08,14,328208,23333,dpd_1_30,0
L00986,2025-09,0,304875,23333,current,0
L00986,2025-10,0,281542,23333,current,0
L00986,2025-11,0,258209,23333,current,0
L00986,2025-12,9,253365,23333,dpd_1_30,0
L00987,2025-01,0,143000,7000,current,0
L00987,2025-02,0,136000,7000,current,0
L00987,2025-03,0,129000,7000,current,0
L00987,2025-04,3,125881,7000,dpd_1_30,0
L00987,2025-05,0,118881,7000,current,0
L00987,2025-06,22,117289,7000,dpd_1_30,0
L00987,2025-07,0,110289,7000,current,0
L00987,2025-08,13,108119,7000,dpd_1_30,0
L00987,2025-09,0,101119,7000,current,0
L00987,2025-10,0,94119,7000,current,0
L00987,2025-11,0,87119,7000,current,0
L00987,2025-12,0,80119,7000,current,0
L00988,2025-01,0,97667,2333,current,0
L00988,2025-02,0,95334,2333,current,0
L00988,2025-03,7,94736,2333,dpd_1_30,0
L00988,2025-04,33,94100,2333,dpd_31_60,0
L00988,2025-05,0,91767,2333,current,0
L00988,2025-06,4,91092,2333,dpd_1_30,0
L00988,2025-07,0,88759,2333,current,0
L00988,2025-08,0,86426,2333,current,0
L00988,2025-09,0,84093,2333,current,0
L00988,2025-10,0,81760,2333,current,0
L00988,2025-11,0,79427,2333,current,0
L00988,2025-12,0,77094,2333,current,0
L00989,2025-01,3,196827,9333,dpd_1_30,0
L00989,2025-02,27,193434,9333,dpd_1_30,0
L00989,2025-03,22,189390,9333,dpd_1_30,0
L00989,2025-04,54,187748,9333,dpd_31_60,0
L00989,2025-05,66,185432,9333,dpd_61_90,0
L00989,2025-06,175,181663,9333,dpd_90_plus,0
L00989,2025-07,999,181663,9333,charged_off,43123
L00989,2025-08,999,181663,9333,charged_off,0
L00989,2025-09,999,181663,9333,charged_off,0
L00989,2025-10,999,181663,9333,charged_off,0
L00989,2025-11,999,181663,9333,charged_off,0
L00989,2025-12,999,181663,9333,charged_off,0
L00990,2025-01,0,95333,4667,current,0
L00990,2025-02,0,90666,4667,current,0
L00990,2025-03,0,85999,4667,current,0
L00990,2025-04,0,81332,4667,current,0
L00990,2025-05,0,76665,4667,current,0
L00990,2025-06,0,71998,4667,current,0
L00990,2025-07,0,67331,4667,current,0
L00990,2025-08,0,62664,4667,current,0
L00990,2025-09,25,62536,4667,dpd_1_30,0
L00990,2025-10,49,60452,4667,dpd_31_60,0
L00990,2025-11,84,60051,4667,dpd_61_90,0
L00990,2025-12,5,59559,4667,dpd_1_30,0
L00991,2025-01,0,453333,46667,current,0
L00991,2025-02,0,406666,46667,current,0
L00991,2025-03,0,359999,46667,current,0
L00991,2025-04,0,313332,46667,current,0
L00991,2025-05,0,266665,46667,current,0
L00991,2025-06,0,219998,46667,current,0
L00991,2025-07,0,173331,46667,current,0
L00991,2025-08,0,126664,46667,current,0
L00991,2025-09,0,79997,46667,current,0
L00991,2025-10,0,33330,46667,current,0
L00991,2025-11,0,0,46667,current,0
L00991,2025-12,0,0,46667,current,0
L00992,2025-01,0,272000,28000,current,0
L00992,2025-02,0,244000,28000,current,0
L00992,2025-03,0,216000,28000,current,0
L00992,2025-04,0,188000,28000,current,0
L00992,2025-05,0,160000,28000,current,0
L00992,2025-06,0,132000,28000,current,0
L00992,2025-07,0,104000,28000,current,0
L00992,2025-08,0,76000,28000,current,0
L00992,2025-09,0,48000,28000,current,0
L00992,2025-10,8,38695,28000,dpd_1_30,0
L00992,2025-11,28,34966,28000,dpd_1_30,0
L00992,2025-12,0,6966,28000,current,0
L00993,2025-01,0,976667,23333,current,0
L00993,2025-02,0,953334,23333,current,0
L00993,2025-03,0,930001,23333,current,0
L00993,2025-04,9,918482,23333,dpd_1_30,0
L00993,2025-05,41,907042,23333,dpd_31_60,0
L00993,2025-06,0,883709,23333,current,0
L00993,2025-07,0,860376,23333,current,0
L00993,2025-08,0,837043,23333,current,0
L00993,2025-09,0,813710,23333,current,0
L00993,2025-10,0,790377,23333,current,0
L00993,2025-11,0,767044,23333,current,0
